Company Name,data_id,type,service_options,Overall Rating,Overall Address,Overall Reviews,parameter,place_id,Review,Engine,Rating,date,User Name,User Friends,User Photos,User Reviews,User Likes,New Detection,Fraud Detection,Fraud Review Detector,SIA NEG,SIA NEU,SIA POS,SIA COMPOUND,twitter NEG,twitter NEU,twitter POS
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric did a GREAT job.  He answered all questions did the complete setup.,Google,5.0,4 months ago,Bill Houchin,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.695,0.305,,0.006566775,0.043357495,0.9500757
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew was amazing and very professional. He explained everything in great detail.He spent a lot of time making everything  so easy to understand and saved me a lot of money. I highly recommend him and this company.,Google,5.0,a year ago,Tracy Gromatzky,,,4,0.0,CG,App is Not Fraud,The review entered is Fraudulent.,0.0,0.627,0.373,,0.0022743172,0.010019192,0.9877065
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew was super helpful he literally did everything he could to make sure we are safe.   Having a daughter with epilepsy makes all our decisions a lil tougher and I feel confident that we are being looked after on a personal level.  Our security mattered,Google,5.0,a year ago,Mike Romano,,,4,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.639,0.361,,0.017720742,0.10639807,0.87588114
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Had an amazing experience. They helped me with my security system and mounting a couple of really heavy TVs. I would definitely recommend and would use them in the future!!!!!,Google,5.0,8 months ago,Julia Cameron,,,3,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.656,0.344,,0.0019442085,0.008265814,0.98979
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Their customer service is outstanding! And everything was installed quickly with no hassle. They included a new iPhone 12 in my package so I can see the cameras on my phone. This was a very pleasant experience.,Google,5.0,a year ago,Jennifer Brown,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.054,0.755,0.192,,0.0018911577,0.008869174,0.9892397
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew and Brady were very helpful.  We got a great new security system and saved money.  On top of it all, we got starlink internet.",Google,5.0,10 months ago,ROGER W. FRIEDRICHS,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.572,0.428,,0.001958509,0.017481863,0.9805596
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,The reps were very nice and very friendly. They educated us on how everything would work and it’s such a great deal. Very impressed with their program.,Google,5.0,9 months ago,Suzanne Clark,,,3,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.61,0.39,,0.0013547153,0.0074466933,0.9911986
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,They were very thorough and helpful. They gave us good service and even better prices.  Were very satisfied with our deal.,Google,5.0,8 months ago,Tammy Barrett,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.587,0.413,,0.0014874343,0.010890676,0.98762184
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,We were very pleased with the program and how it lowered our monthly rates.  Our TV bill was about to increase and now we won't have to pay more.  They also payed off the remaining balance of our cellphones!,Google,5.0,a year ago,Marilyn Jamison,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.034,0.803,0.162,,0.004352062,0.028255465,0.96739244
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Great service customer service was pretty fast and the savings is awesome and the shopping gift cards was included as well! Right on time before Christmas!!! I love these guys and highly recommend them!,Google,5.0,a year ago,Vonita Edens,,,15,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.514,0.486,,0.0016510558,0.0054274034,0.99292153
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew and Brady were very professional.  I had my doubts but they saved us money monthly and added value to our services,Google,5.0,9 months ago,Billy Zimmerman,,,2,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.061,0.682,0.258,,0.017395992,0.13318369,0.8494203
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric has saves me a decent amount of savings he was very polite and he took his time. I highly recommend,Google,5.0,7 months ago,Richard Garcia,,,10,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.866,0.134,,0.0039734854,0.03111437,0.9649121
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Love the program saves me so much money and gave a additional product for cheaper. This company is legit and the fine print is true and explained well. Thanks Eric,Google,5.0,10 months ago,Randall Taylor,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.635,0.365,,0.0019455396,0.009368008,0.98868644
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,We had an appointment with Eric from Precision Home Pros today.  We were extremely impressed with the information and service he provided.  We will be looking forward to saving some money and having a higher quality security system installed.  Thanks also to Chris for insuring our needs were met!,Google,5.0,2 years ago,Rhonda Rose,,,5,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.834,0.166,,0.0017638298,0.014256548,0.9839796
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Been a customer for nearly 3 years.  Installation was perfect.  Recently had a small billing issue which was quickly resolved to my satisfaction.,Google,5.0,11 months ago,JoAnn Houston,,,3,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.672,0.328,,0.01278785,0.07372829,0.91348386
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew was awesome, he very clear and helped us get better internet.  The security was a bonus since we were looking at getting cameras anyways.",Google,5.0,11 months ago,Dorian Valdez,,,1,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.546,0.454,,0.0037780951,0.030350508,0.96587145
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"This company is amazing! Having a security system is such a great thing to have and to top it off, we SAVED money! They were so professional and are easy to get ahold of if I have questions.",Google,5.0,a year ago,Naomi Stewart,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.603,0.397,,0.0022757906,0.007665657,0.9900586
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew came to our home and was so very courteous and knowledgeable. He is a fine young man and we enjoyed doing business with him. Will contact him again for any needs and would highly recommend him to anyone!,Google,5.0,2 years ago,Susan McMinn,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.738,0.262,,0.0013808153,0.009715134,0.98890406
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric did an excellent job explaining the whole contract  I am very satisfied Mary Alarcon,Google,5.0,7 months ago,Mary Alarcon,,,3,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.639,0.361,,0.00194434,0.012611061,0.9854446
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,These guys gave me both internet service and security on top of my tv services and still saved me money. Super happy with the value! We’re  glad we signed up.,Google,5.0,a year ago,Betha Cox,,,1,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.531,0.469,,0.0022697963,0.014792048,0.9829381
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew saved me a load of money on my monthly expenses and gave me a better internet service. I was looking into security anyways, but now I got it while saving money.  Good deal!",Google,5.0,a year ago,Frances Goetz,,,1,0.0,OR,App is Fraud,The review entered is Legitimate.,0.0,0.728,0.272,,0.011097549,0.044866096,0.94403636
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Quite pleased, gave me good information. They were very patient with me and made sure I knew how to use everything.  Very happy with the amount of savings.",Google,5.0,a year ago,A Elaine Knotts,,,1,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.65,0.35,,0.0021109423,0.012326273,0.9855628
United State Solutions Hollywood FL,,,,3.0,"1943 Tyler St Hollywood, FL 33020",2,united-state-solutions-hollywood,Xbtd5HfiC5NnBPN6HqjUYQ,I had some issues with my AC unit and the Technician was very knowledgeable and gave me a full break down as to what he did to resolve this issue . I am very pleased,Yelp,5.0,2024-09-09T23:20:38Z,Davia C.,0.0,0.0,2,,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.834,0.166,,0.015573636,0.09582922,0.8885972
United State Solutions Hollywood FL,,,,3.0,"1943 Tyler St Hollywood, FL 33020",2,united-state-solutions-hollywood,Xbtd5HfiC5NnBPN6HqjUYQ,"This is my third time dealing with this company and they are the absolute worst. To start they outsource their service work to other companies. Secondly they do not work on the weekends. So if you have any issue with your ac or are in need of service they are available on weekends. The customer service, which is just really one person managing the phone calls rarely answers. When it is time for you to get service, the window of service is anytime between 10am - 7pm with not other types of communication. So you can basically expect to sit in a hot house all day waiting on service. If you are thinking about using the company, you may want to reconsider.",Yelp,1.0,2024-07-18T19:24:26Z,Quatwanya L.,0.0,0.0,2,,OR,App is Fraud,The review entered is Legitimate.,0.033,0.956,0.011,,0.92240995,0.06931809,0.008271915
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I really needed an AC and they came to my door and offered me a brand new unit at a very affordable payment. My light bill was over $300 and so now that I have the unit my light bill has gone down and now my house feels like a hospital. Everyone that came out was very good and professional. A verb knowledgeable company and did great a great job.,Google,5.0,a month ago,Penny DeVillo,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.809,0.191,,0.0046724067,0.03502703,0.9603006
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,The process was easy to get this done. I was not expecting this to get installed so fast. I am very satisfied with my Air Conditioner and the 15 year warranty you guys offer. Thank you for fast and professional service definitely recommend.,Google,5.0,5 months ago,Vendi Samuels,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.724,0.276,,0.003502255,0.017501252,0.9789965
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I had AC done in 2019 and love my unit. My light bill has gone down so much. Now I recently just got the duct replacement and my house is extremely cold. I'm very satisfied with all the work and I even recommend to my sister .,Google,5.0,a month ago,Edras Jones,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.803,0.197,,0.007853895,0.031735223,0.9604109
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,They explained everything well and everyone that came out was very nice and professional. I got an air conditioner and it's very affordablw. I also like the 15 year warranty on my unit. Thank you for the service I'm extremely satisfied.,Google,5.0,a week ago,Bertha Holmes,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.715,0.285,,0.0022194472,0.0130246,0.98475593
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,The representative was very good at explaining everything and I'm very happy with the work that was done by you all. Everyone was working so well with each other I'm very impressed with the team. Very respectful and this was such a great experience. I also feel like this project was very affordable and I Love the 15 year warranty. Honestly you guys are amazing thank you I will be recommending.,Google,5.0,a month ago,Jewel,,,1,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.602,0.398,,0.0014481221,0.0056544645,0.9928974
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I originally had an old unit and needed upgrade so i purchased the AC. Since then my house is so cold now and Ive saved alot on my electricity bill. This was really affordable for me to get and was a fast process no complaints I am extremely happy.,Google,5.0,6 months ago,Richard Farrington,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.093,0.778,0.129,,0.0031634085,0.022973247,0.97386336
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,Well my duct work was really old and when they came to my house and what they offered I accepted because they were very knowledgeable. I immediately feel the difference in the home after it was installed. My light bill has gone down. I'm very happy with my service definitely recommend.,Google,5.0,2 months ago,Carol Williams,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.767,0.233,,0.0061131893,0.04538366,0.94850314
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I had wall unit and I just upgraded to the actual air conditioner and also did the duct replacement. I thought they did a real good job. They were on time clean and professional and very friendly. I’m happy with my service and would definitely recommend.,Google,5.0,a month ago,Mimi Moore,,,7,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.664,0.336,,0.0015794584,0.0131593235,0.98526126
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I got an air conditioner I immediately noticed a difference in the home. My tech was professional and they did an amazing job. My    Electricity bill has gone down and I'm very happy with the service.,Google,5.0,3 months ago,Mozell Battle,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.799,0.201,,0.0038242652,0.023130305,0.9730454
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,Everyone was professional and they cleaned up after themselves. I got the duct replacement and my house feels very cold. He showed me the UV light on AC and was very knowledgeable. I have 15 year warranty and happy with the service since it’s very affordable.,Google,5.0,3 months ago,Gloria Rodriguez,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.921,0.079,,0.019623611,0.12153451,0.85884184
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I got the air conditioner changed out along with the duct replacement with the impression of my light bulb being lower. Since the work had been down my light bill went down $50 in the summer and of course in winter it's a lot better as well. My house is set 78 Temperature and it feels perfect not to cold not to hot. I just recently got my service done and I'm very pleased with everything at this time.,Google,5.0,3 months ago,Patricia Taylor,,,2,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.026,0.814,0.16,,0.0027023936,0.019532546,0.977765
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I needed a new unit and they came out and si the work so fast. The techs were knowledgeable and professional. They answered all my questions and concerns about everything. I love that you guys offer the warranty for 15 years because I don’t like Surprises if something goes wrong. Looking forward to doing business in the future because my experience was great thanks.,Google,5.0,6 months ago,Sike Delice,,,1,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.043,0.743,0.215,,0.013196728,0.033891533,0.95291173
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I had extremely really old ducts for over 31 years I never changed them or cleaned them. As soon as they did this replacement I noticed my house feels so much cooler and I can breathe better. My electricity bill was very high and it’s gone done tremendously thank you all.,Google,5.0,3 months ago,Olga Torres,,,1,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.888,0.112,,0.0167193,0.084637806,0.89864296
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,The guys that came into my attic saved my life I didn't have AC working five days. They came and checked it out did courtesy AC service and I got brand new duct replacement and attic package. My house was so hot before and now it's so nice and cold I'm so happy and grateful for you all stopping by and helping me get service.,Google,5.0,3 months ago,Elvita Morency,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.021,0.73,0.249,,0.0028225337,0.014479494,0.982698
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I recently got a duct replacement and attic insulation along with water heater. I noticed my light bill has gone down and I’m very glad I decided to do this. Everyone who came to my house for the work was nice and professional.,Google,5.0,3 months ago,Sofony Dalmond,,,4,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.859,0.141,,0.0020147532,0.019281074,0.9787042
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I had my unit for 2 years my light bill has been lower then before I switched it out. I'm very satisfied with my service I just had my yearly maintenance. My AC Is freezing on 77 degrees which has been awesome. I'm a very happy customer thank you.,Google,5.0,3 months ago,Catherine Downs,,,4,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.065,0.684,0.251,,0.0037876233,0.0156198125,0.9805926
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I didn't have any insulation before and man I definitely needed it made a huge difference in my house and my light bill. The tech and everyone was professional and they did a nice job cleaning up afterwards. I would recommend because my monthly payment is affordable.,Google,5.0,3 months ago,Anthony Palmer,,,1,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.787,0.213,,0.003549102,0.027004402,0.9694465
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,My experience was faster than expected I got ducts installed with UV light. I definitely feel the difference and it's much cooler in the home. Everyone that came by was professional and great.,Google,5.0,6 months ago,Kathie Gillis,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.81,0.19,,0.0027032068,0.022616656,0.9746801
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,The process was done fast and before I had the air conditioner it was working but it wasn’t cooling enough and it made a noise. After getting the new one it’s colder and less noise. Noticed a big difference in my electricity bill everyone’s customer service was on point.,Google,5.0,3 months ago,Altagrace Jean-Charles,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,1.0,0.0,,0.081305556,0.3528146,0.5658798
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,The techs were very professional when they installed i noticed a difference in my home. I got an attic package and definitely felt my house cooler. My light bill did go down and im very satisfied. I got an AC as well and today they come out an serviced it at no cost because i have the 15 year warranty.,Google,5.0,5 months ago,Michelle Mongeon,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.036,0.835,0.129,,0.0028371327,0.02955249,0.96761036
